	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname	label
G80507	0.0	0.0	0.0	0.0	0.01007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31033	0.0	0.0	0.0	0.10603	2.87292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78519	0.0	0.0	0.0	0.0	0.01522	0.0	0.11082	3.82292	0.0	2.31942	0.0	0.0	0.00074	0.00772	0.2742	0.0	0.07972	0.46297	0.18073	0.03676	0.0	0.01856	0.0	0.0	0.0	0.07085	0.0	0.36051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80543	0.0	0.0	0.007659999999999999	0.0	0.02599	0.0	0.0	0.0	0.0	0.0	0.0	0.10585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15937	0
G80472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.20881	0.0	0.0	0.0	0.0	0.0	0.0	0.07459	0
G80497	0.0	0.0	0.0	0.0	0.03938	0.0	0.0	0.0	0.0	0.0	0.0	0.01355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044239999999999995	0.0	0.0	0.00451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051320000000000005	0
G80529	0.0	0.0	0.0	0.0	0.0051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15885	0.0	0.0	0.07873	0.04793	0.27339	0.0036799999999999997	0.06708	0.07516	0.0	0.0	0.0	0.0	0.0142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80568	0.0	0.0	0.01228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037160000000000006	0
G80316	0.0	0.0	0.0	0.0	0.017740000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01924	0.0	0.23018000000000002	0.0	0.07	0.26049	0.46975	0.060660000000000006	0.00157	0.02405	0.0	0.0	0.0	0.00217	0.0	0.11120999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80341	0.0	0.0	0.0098	0.0	0.015819999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01929	0.20818000000000003	0.0909	0.0	0.00549	0.12746	0.31006999999999996	0.03034	0.01685	0.014459999999999999	0.0	0.0	0.0	0.0	0.0	0.20435999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18566	0
G80378	0.0	0.0	0.0	0.0	0.018369999999999997	0.0	0.0	1.24583	0.0	0.0	0.48863	0.0	0.0	0.04388	0.29841999999999996	0.61916	0.06087000000000001	0.16722	1.15832	0.02429	0.0	0.0	0.0	3.44466	0.0	0.0	0.66683	1.0469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0574	0
G80594	0.0	0.0	0.08591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050069999999999996	0
G80508	0.0	0.0	0.0	0.0	0.00164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00483	0.0	0.0	0.0	44.298159999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0385	0.0	0.12410999999999998	0.0	0.0	0.0	0.0	0.006940000000000001	0.04268	0.06209	0.03789	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12487000000000001	0.0	0.06065	0.0	0.0	0.0	0.0	0.00942	0.0	0.04083	0.40586	0.0	0.28218000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06667999999999999	0
G69184	0.0	0.0	0.0	0.0	0.02868	0.0	0.0	1.8763400000000001	0.0	0.47403	0.0	0.0	0.0	0.04095	0.007670000000000001	0.40552	1.30292	0.38777	0.05225	0.32555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69191	0.0	0.0	0.0	0.0	0.00644	0.0	0.0	2.8121400000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36824	0.10724000000000002	0.10242000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.73578	0.0	0.43178999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78870	0.0	0.0	0.0	0.0	0.010879999999999999	0.0	0.0	0.46343	0.0	0.0	0.0	0.0	0.0	0.0	0.01121	0.0	0.0526	0.15955	0.18348	0.07879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78871	0.0	0.0	0.0	0.0	0.09036	0.0	0.0	6.567239999999999	0.0	0.0	0.0	0.0	0.0	0.08514	0.04423	0.0	0.20713	0.19763	0.47827	0.14006	0.01496	0.0	0.0	0.0	0.0	0.0	0.0	0.009770000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78721	0.0	0.0	0.0	0.0	0.01865	0.0	0.0	1.0593700000000001	0.0	0.0	0.0	0.0	0.0	0.00583	0.016030000000000003	0.0	0.21081999999999998	0.06451	0.12132000000000001	0.0325	0.0	0.0	0.0	0.0	0.0	0.47985	0.0	0.15267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80498	0.0	0.052360000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60325	0.0	0.0	0.0	0.0	0.0	0.9241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05219	0.02939	0.0	0.0	0.00646	0.0	0.37601999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06642999999999999	0.0	0.0	0.0	0.0	0.0	0.41317	0.0	0.0	0
G78579	0.0	0.0	0.0307	0.0	0.0	0.0	0.0	0.0	0.0	0.1175	0.0	0.0	0.0	0.03626	0.29208	0.0	0.06956	0.13719	0.0	0.07897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80387	0.0	0.0	0.0	0.0	0.033889999999999997	0.0	0.0	0.0	0.0	4.5147900000000005	0.0	0.0	0.00817	0.08046	0.04898	0.0	0.15955	0.21959	0.0	0.15747	0.00601	0.0	0.0	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80482	0.0	0.0	0.01744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09053	0.5291600000000001	0.0	0.0	0.50085	0.0	1.05142	0.006840000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037600000000000003	0.0	0.0017800000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78564	0.0	0.0	0.06785	0.0	9.237960000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0778	0.0	0.0	0.0	1.55009	1.7304700000000002	0.00235	0.0	0.01668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039080000000000004	0.0	0.0	0.0	0.0	0
G80478	0.0	0.0587	0.0	0.0	6.64041	0.0	0.0	0.013319999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2259700000000002	0.0	0.0	0.10457999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78782	0.0	0.0	0.05366	0.0	0.07438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80351	0.0	0.00205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01378	0.0	0.22724	0.26494	0.30451999999999996	0.13715	0.0	0.0069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0522	0.09752999999999999	0.03873	0.0	0.18058	0.34661	2.4340900000000003	0.049530000000000005	0.0	0.05995	0.0	0.0	0.0	0.0	0.44619	0.5866100000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80355	0.0	0.0	0.0	0.0	1.83211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23674	3.3293800000000005	0.13157	0.0	0.00784	0.0	0.03017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80383	0.0	0.01615	0.0	0.0	0.34598	0.0	0.0	5.215409999999999	0.0	0.9536899999999999	0.0	0.0	0.0	0.08744	0.02555	0.18333	0.24435	0.32571	1.24355	0.28706	0.02727	0.0	0.0	0.0	0.0	0.01949	0.0	0.19139	0.0	0.0	0.00499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78548	0.0	0.0	0.0	0.0	0.06355	0.0	0.0	2.49875	0.0	2.0855200000000003	0.0	0.0	0.0	0.18541	0.00659	0.026869999999999998	0.04342	0.11880999999999999	0.1076	0.0	0.0	0.0	0.0	0.0	0.0	0.33266	0.0	0.72095	0.0	0.0	0.90125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11358	0.0	0.0	0.0	0.01463	0.05482000000000001	0.0	0.00395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20435999999999999	1
G80401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066099999999999996	0.63864	0.0	0.11272	0.29091	0.00675	0.02805	0.01031	0.0	0.0	0.0	0.0	0.0	0.0	0.0794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44581	0.0	0.0	0.04425	0.0040100000000000005	0.0	0.0	0.08744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80530	0.0	0.0	0.0	0.0	0.028189999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.14102	0.0	0.007940000000000001	0.0	0.0	0.0	0.067	0.0	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80535	0.0	0.0	0.0	0.0	0.04216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01945	0.0	0.0	0.0	0.09542	0.0	0.014709999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80446	0.0	0.0	0.0	0.0	0.29053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025259999999999998	0.014240000000000001	0.60685	0.0	0.0	0.07335	0.0	0.08349	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78535	0.0	0.0	0.0	0.0	0.07302	0.0	0.0	6.39995	0.0	0.0	0.0	0.0	0.0	0.16339	0.09018	0.0	0.01201	1.24774	0.0007099999999999999	0.0961	0.07171	0.0	0.0	0.0	0.00398	0.0	0.0	0.10113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78536	0.0	0.0	0.0	0.0	0.013359999999999999	0.0	0.0	4.35536	0.0	0.0	0.0	0.0	0.0	0.1407	0.24934	0.0	0.0	0.90714	0.01206	0.18170999999999998	0.21655	0.0	0.0	0.0	3.26158	0.0	0.0	0.36587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78687	0.0	0.0	0.0	0.0	0.0849	0.0	0.0	3.2115299999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.1735	0.0	0.0	1.68544	0.54676	0.09232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78533	0.0	0.0	0.0	0.0	0.01114	0.0	0.0	0.0	0.08382	1.2034200000000002	0.0	0.0	0.0	0.0	0.0149	0.0	0.2594	0.30551	0.90517	0.0	0.0063100000000000005	0.0	0.0	0.0	0.0	0.0	0.43426000000000003	0.14479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80552	0.0	0.0	0.0	0.0	0.028980000000000002	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.012740000000000001	0.0	0.0	0.0	0.01499	0.0	0.00135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05652000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01826	0
G80496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74484	0
G80273	0.0	0.0	0.0	0.0	0.013040000000000001	0.0	0.0	1.54847	0.0	0.41973999999999995	0.0	0.0	0.0	0.015280000000000002	0.00663	0.51047	1.61424	0.30243000000000003	0.03345	0.29165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80499	0.0	0.0	0.02487	0.0	0.04835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78619	0.0	0.0	0.0	0.0	0.09717	0.0	0.0	0.0	0.0	1.31538	0.0	0.0	0.0342	0.04333	0.00955	0.09293	0.0	0.12257	1.6681099999999998	0.08492999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.004379999999999999	0.0	0.0	0.0	0.00725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78545	0.0	0.05205	0.0	0.0	1.59725	0.0	0.0	0.10375999999999999	0.0	0.0	0.0	1.8083599999999997	0.0	0.00588	0.22371	0.0	2.0181400000000003	0.01721	0.0072	0.0	0.0	0.0	0.0	0.0	0.0	0.00339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78541	0.0	0.0	0.0	0.0	0.05509	0.0	0.0	0.02079	0.0	0.0	0.0	0.0	0.00461	0.26293	0.10374000000000001	0.17479	0.0	0.00263	0.0	0.16698	0.0	0.0	0.0	0.0	0.0	0.0	0.05533	0.27068000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.01907	0.0	0.0	0.0	0.0	0
G69236	0.0	0.0	0.0	0.0	0.3831	0.0	0.0	0.0	0.0	1.2635399999999999	0.0	0.0	0.0	0.0	0.048389999999999996	0.23205	0.41372	0.94881	0.0	0.0	0.07073	0.0	0.0	0.0	0.0	0.07226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78528	0.0	0.0	0.0	0.0	0.05457000000000001	0.0	0.0	0.0	0.0	3.79143	0.0	0.0	0.03707	0.05024	0.01023	0.0	0.0943	0.03193	0.65154	0.18536	0.01132	0.055420000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80281	0.0	0.0049	0.0	0.0	0.28241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78839	0.0	0.0	0.0	0.0	0.031889999999999995	0.0	0.0	0.0	0.21018	1.57271	0.0	0.0	0.0	0.02145	0.01495	0.19680999999999998	0.1403	0.07232000000000001	0.0169	0.0214	0.0149	0.00762	0.0	0.0	0.0	0.0	0.0	0.23206999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78591	0.0	0.0	0.0	0.0	0.0798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051160000000000004	0.60338	0.0	0.014430000000000002	2.71106	1.92776	0.03537	0.03203	0.0	0.0	0.0	0.0	0.0	0.0	0.5847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78911	0.0	0.0	0.0	0.0	0.042789999999999995	0.0	0.0	0.0	0.0	0.01257	0.0	0.0	0.0	0.01179	0.00733	0.0	0.02667	0.08799	0.24156	0.019540000000000002	0.02883	0.0	0.0	0.0	0.0	0.0	0.0	1.00074	0.038669999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80484	0.0	0.0	0.0	0.0	0.04676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06451	1.55999	0.01672	0.0	0.38365	1.09036	2.4041200000000003	0.025939999999999998	0.26195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78555	0.0	0.0	0.0	0.0	0.10851	0.0	0.1744	0.0	0.0	2.55697	0.0	0.0	0.0	0.11180999999999999	0.0	0.82485	0.03717	0.20012	0.16660999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019430000000000003	0.5028699999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78685	0.0	0.0	0.0	0.0	0.10389000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01461	0.01781	0.12057000000000001	0.15678	0.0	0.20207	0.38437	0.05989	0.03594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56133	0.90674	0.31132	0.96214	0.0	0.16704000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80269	0.0	0.0	0.0	0.0	0.04923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01674	0.06485	0.0224	0.48157	0.02696	0.03547	0.0	0.07662999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020819999999999998	1
G80356	0.0	0.0	0.03053	0.0	0.0437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00881	0.06904	0.01661	0.17359000000000002	0.06732	0.02986	0.0	0.20447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034460000000000005	0.0	0.0	0.34203	0.0	0.01142	1.0553	0.0	1.51973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25934	1
G78762	0.0	0.05909	0.0	0.0	1.31534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16943	0.0	0.0	0.0	0.0	0.0	0.02454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00301	0.0	0.0	0.0	0.0	1
G78706	0.0	0.03742	0.0	0.0	6.2910699999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08242000000000001	0.0	0.0	0.0	0.0	0.0	0.096	0.0176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
